name,effect,ranking,score,risk,risk_category
오존화효모발효용해여과물,"오존화효모발효용해여과물은 피부 개선과 보습 효과가 있는 성분으로, 항산화 작용을 통해 피부 손상을 막고 탄력을 증가시킵니다. 민감한 피부에도 비교적 적합하며, 피부를 진정시키고 건강하게 유지하는 데 도움을 줄 수 있습니다.",,,민감성,없음
오존화호호바오일,"오존화호호바오일은 호호바 오일에 오존을 첨가해 항균 및 항산화 효과를 높인 성분이다. 피부 재생을 촉진하고 염증을 완화하며, 보습력을 강화해 피부 장벽 개선에 도움을 줄 수 있다. 다만, 민감 피부에는 자극이 될 수 있어 주의가 필요하다.",,,민감성,자극
오존화해바라기씨오일,오존화해바라기씨오일은 피부 재생 촉진 및 항산화 효과로 주목받는 화장품 성분입니다. 오존 처리 과정으로 항균성이 증가되어 피부 트러블 완화에 도움을 줄 수 있습니다. 그러나 민감성 피부에는 자극이 있을 수 있으므로 주의가 필요합니다.,[안전],1,민감성,자극
오존화캐스터오일,"오존화캐스터오일은 캐스터오일에 오존을 첨가하여 만든 성분으로, 강력한 항균 및 항염 작용이 있어 여드름 치료와 상처 치유에 도움을 줍니다. 하지만 오존의 강한 산화력으로 인해 피부 자극이 있을 수 있으므로 민감 피부는 주의가 필요합니다.",,,민감성,자극
오존화올리브오일,"오존화올리브오일은 올리브오일에 오존을 결합시켜 항균, 항염 효과가 있어 상처 치유, 여드름 등 피부 문제 개선에 사용됩니다. 보습력이 우수하며 피부를 진정시킵니다. 다만, 산화스트레스 유발 가능성이 있어 주의가 필요합니다.",,,없음,산화스트레스 유발
오존화아르간오일,"오존화아르간오일은 아르간오일에 오존을 첨가하여 항균, 항산화 효과를 강화한 성분입니다. 피부 재생과 보습에 탁월하며 염증 완화에 도움을 줄 수 있습니다. 알레르기 반응 등의 부작용이 있을 수 있으므로 민감성 피부는 주의가 필요합니다.",,,민감성,알레르기
오존화벼캘러스배양추출물,오존화벼캘러스배양추출물은 쌀 캘러스 배양액을 오존 처리하여 항산화 및 피부 보호 효과를 높이는 성분입니다. 피부 장벽을 강화하고 보습을 촉진하며 염증을 완화하는 데 도움을 줄 수 있습니다. 민감할 수 있으니 적은 농도로 사용 권장됩니다.,,,민감성,없음
오존화피이지-14올리에이트,"오존화 피이지-14올리에이트는 항균 및 항산화 효과를 제공하여 피부를 보호하고 수분을 유지하는 데 사용됩니다. 화장품에서 주로 피부 손상 방지 기능을 위해 사용되지만, 민감 피부에는 자극이 될 수 있어 주의가 필요합니다.",,,민감성,자극
오조케라이트,"오조케라이트는 광물성 왁스의 일종으로 화장품에서 점도 조절제 및 피막 형성제로 사용됩니다. 주로 립스틱, 크림, 연고에 활용되며, 피부에 보호막을 형성해 수분 증발을 막습니다. 알레르기 반응은 드물지만, 민감 피부는 주의가 필요합니다.",,,민감성,드물지만 알레르기
오일팜커넬오일,"오일팜커넬오일은 기름야자의 씨에서 추출한 오일로, 보습 효과가 뛰어나 피부를 부드럽게 하고 진정 시켜줍니다. 주로 비누, 스킨케어 제품에 사용되며, 고온에서 산패하지 않아 유통기한이 긴 편입니다. 단, 코메도제닉 잠재력이 있어 여드름 피부는 주의가 필요합니다.",,,지성,코메도제닉
오일팜추출물,오일팜추출물(Elaeis Guineensis Fruit Extract)은 종종 보습과 피부 영양 공급을 위해 화장품에 사용됩니다. 항산화 성분이 함유되어 피부를 건강하게 유지하고 노화 방지에 도움을 줄 수 있습니다. 그러나 민감성 피부에 자극이 될 수 있어 주의가 필요합니다.,,,민감성,자극
오일팜오일,"오일팜오일(Elaeis Guineensis Oil)은 보습과 피부 보호 기능을 가진 식물성 오일로, 비누, 로션, 화장품에 자주 사용됩니다. 하지만, 팜오일 생산은 환경 파괴와 연결될 수 있어 지속 가능한 생산 방식의 중요성이 강조되고 있습니다.",[안전],1,없음,환경 파괴
오일팜버터,오일팜버터는 피부 보습 및 매끄러운 질감 개선에 사용되는 천연 보습제입니다. 항산화 성분이 풍부하여 피부 보호에 도움을 줄 수 있습니다. 그러나 일부에서는 지속 가능성 문제로 인해 환경에 미치는 영향을 우려하기도 합니다.,,,없음,지속 가능성 문제
오일팜꽃추출물,"오일팜꽃추출물은 피부 보습과 영양 공급에 도움을 주는 성분으로, 항산화 효과가 있어 피부 노화 방지에 유익합니다. 주로 크림, 로션 등 보습 제품에 사용되며, 식물성 원료로 비교적 안전하다고 평가됩니다.",,,없음,없음
오이피토플라센타배양추출물,"오이피토플라센타배양추출물은 오이의 태반세포에서 추출된 성분으로, 피부를 촉촉하게 하고 진정시켜주는 효과가 있습니다. 항산화 성분이 풍부하여 피부 노화 방지에 도움을 줄 수 있으며, 민감한 피부에도 적합합니다.",,,민감성,없음
오이풀잎추출물,"오이풀잎추출물은 피부 진정과 보습에 도움이 되는 성분으로 사용되며, 항산화 효과가 있어 피부 노화를 방지하는 데 기여할 수 있습니다. 일반적으로 화장품이나 스킨케어 제품에 첨가되어 피부 건강 향상에 도움을 줍니다.",,,없음,없음
오이풀뿌리추출물,"오이풀뿌리추출물(Poterium Officinale Root Extract)은 피부 진정 및 보습 효과가 뛰어난 성분입니다. 항염 작용이 있어 민감성 피부에 좋으며, 피부 장벽을 강화하는 데 도움을 줍니다. 일반적으로 안전하게 사용되지만, 드물게 알레르기 반응이 있을 수 있습니다.",,,민감성,드물게 알레르기
오이풀뿌리/줄기가루,"오이풀뿌리/줄기가루는 피부 진정과 염증 완화에 도움을 주는 성분으로, 주로 민감성 피부용 화장품에 사용됩니다. 항산화 효과가 있어 피부 노화를 방지하는 데 기여할 수 있습니다. 알레르기 반응 가능성은 적지만, 민감한 피부는 테스트 후 사용하는 것이 좋습니다.",,,민감성,알레르기
오이캘러스추출물,"오이캘러스추출물은 피부 진정 및 수분 공급에 효과적인 성분입니다. 이 추출물은 항산화 작용을 통해 피부를 보호하며, 민감성 피부에도 적합합니다. 주로 보습제, 토너, 마스크팩 등에 사용되며, 자극이 적어 안전한 사용이 가능합니다.",,,민감성,없음
오이추출물,"오이추출물은 피부 진정과 수분 공급에 뛰어난 성분으로, 자극을 줄여주는 효과가 있습니다. 비타민과 미네랄이 풍부해 피부를 촉촉하고 생기 있게 가꿔줍니다. 일반적으로 안전하지만, 민감성 피부는 사용 전 패치 테스트를 권장합니다.",,,민감성,없음
오이즙,"오이즙은 피부 진정과 수분 공급에 효과적이며, 피부를 부드럽고 촉촉하게 유지하는 데 도움을 줍니다. 항염 작용을 통해 피부 자극을 완화시킬 수 있으며, 민감성 피부에도 적합한 성분입니다. 일반적으로 피부 미백과 활력 증진에도 사용됩니다.",[안전],1,민감성,없음
오이오일,"오이오일은 피부 진정 및 수분 공급 효과가 뛰어난 천연 오일로, 항산화 성분인 비타민 C와 E가 풍부하여 피부 탄력을 개선하고 노화를 방지하는 데 도움을 줍니다. 또한 가벼운 질감으로 모든 피부 타입에 적합하여 보습 제품에 자주 사용됩니다.",[안전],1,없음,없음
오이열매추출물,"오이열매추출물은 피부 진정 및 보습에 효과적인 천연 성분으로, 풍부한 비타민과 미네랄을 통해 피부를 촉촉하고 부드럽게 가꿔줍니다. 또한 수렴 작용으로 피부 톤 개선에 도움을 줍니다. 일반적으로 자극성이 낮아 민감성 피부에도 적합합니다.",[안전],1,민감성,없음
오이씨추출물,"오이씨추출물은 피부 진정과 보습에 도움을 주는 성분으로, 항산화 기능도 있어 피부 노화를 방지합니다. 또한 피부를 부드럽게 하고 수분을 유지하는 데 유용하며 대부분의 피부 타입에 안전하게 사용 가능합니다.",[안전],1,없음,없음
오이씨오일,"오이씨오일(오이씨 추출물)은 피부 진정 및 수분 공급에 효과적이며, 항산화 작용으로 피부 노화를 방지하는데 도움을 줍니다. 가벼운 질감으로 모든 피부 타입에 적합하지만, 알레르기 반응이 있을 수 있어 민감한 피부는 패치 테스트를 권장합니다.",,,민감성,알레르기
오이씨,"오이씨(Cucumis Sativus Seed)는 보습과 진정 효과가 있는 화장품 성분으로, 피부의 수분 밸런스를 맞추고 염증을 완화하는 데 도움을 줍니다. 항산화 특성이 있어 피부 보호에도 유용하며, 민감성 피부에도 적합하여 다양한 스킨케어 제품에 사용됩니다.",,,민감성,없음
오이스터넛오일,오이스터넛오일(텔페리아 페다타 오일)은 보습 효과가 뛰어나며 피부 탄력 증진에 도움을 줍니다. 풍부한 항산화 성분을 포함하여 노화 방지에 기여합니다. 민감한 피부에도 적합하여 피부 자극을 줄여줍니다.,,,민감성,없음
오이수,"오이수(오이 과즙)은 수분 공급과 진정 작용으로 유명하여 피부를 촉촉하게 하고 붉은기를 완화하는 데 사용됩니다. 또한 항산화 성분이 있어 피부를 보호합니다. 자극이 적어 민감성 피부에도 적합하며, 대부분의 화장품에 안전하게 사용됩니다.",,,민감성,없음
오이,"오이(Cucumis Sativus Fruit)는 보습과 진정 효과가 있는 것으로 알려져 있으며, 피부를 촉촉하게 하고 염증을 완화하는 데 도움을 줍니다. 또한 피부를 밝게 하고 탄력을 부여하는 데 사용됩니다. 그러나 민감한 피부에는 알레르기 반응을 유발할 수 있으니 주의가 필요합니다.",[안전],1,민감성,알레르기
오우리쿠리왁스,"오우리쿠리왁스는 브라질산 야자나무에서 추출한 천연 식물성 왁스로, 화장품에서 텍스처 개선 및 보습 효과를 위해 사용됩니다. 피부에 안전하며 피부 장벽 강화에 도움을 줍니다. 비건 화장품에도 적합한 성분으로 알려져 있습니다.",,,없음,없음
(오약/작약)뿌리/몰약수지/당약/아선약추출물,"오약/작약뿌리, 몰약수지, 당약, 아선약추출물은 피부 진정과 항염 효과가 있는 성분으로 유명합니다. 피부 재생을 도와 건강하고 탄력 있는 피부를 유지하는 데 도움을 주며, 민감한 피부에도 적합하여 스킨케어 제품에 널리 사용됩니다.",,,민감성,없음
o-사이멘-5-올,"오쏘사이멘-5-올(o-Cymen-5-ol)은 주로 항균 및 방부제로 사용되는 성분입니다. 화장품에서 세균 증식을 억제하여 제품의 안전성을 높이며, 위생을 개선하는 효과가 있습니다. 그러나 피부 자극을 유발할 수 있으므로 주의가 필요합니다.",,,민감성,자극
오시멘,"오시멘(ocimene)은 자연 유래 모노테르펜으로 주로 화장품의 향료 성분으로 사용됩니다. 신선하고 달콤한 허브 향을 제공하며, 항염 및 항균 특성이 있어 피부 진정 효과가 있을 수 있습니다. 민감한 피부에는 자극이 될 수 있으므로 주의가 필요합니다.",[안전],1,민감성,자극
오시마체리잎추출물,"오시마체리잎추출물(Prunus Speciosa Leaf Extract)은 항산화 작용을 통해 피부를 보호하며, 진정 및 보습 효과가 있어 스킨케어 제품에 자주 사용됩니다. 항염증 특성도 있어 민감성 피부에 유익할 수 있습니다. 알레르기 반응은 드물지만 주의가 필요합니다.",[안전],1,민감성,드물게 알레르기
오시마체리꽃추출물,"오시마체리꽃추출물은 피부를 진정시키고 항산화 작용을 돕는 성분으로 화장품에 자주 사용됩니다. 피부를 부드럽고 촉촉하게 유지하는 데 도움을 줄 수 있으며, 알레르기 반응은 드물지만 피부 테스트를 권장합니다.",,,민감성,알레르기
오스트레일리아플레임트리잎추출물,"오스트레일리아플레임트리잎추출물은 항염, 항산화 효과가 있어 피부 진정 및 보호에 도움을 주는 성분입니다. 주로 보습 및 피부 개선을 위해 화장품에 사용되며, 자극이 적어 대부분 피부 타입에 안전하게 사용 가능합니다.",,,없음,없음
오스트레일리아플레임트리꽃추출물,"오스트레일리아플레임트리꽃추출물은 항염 및 항산화 성질이 있어 피부 진정과 보호에 도움을 주며, 주름 개선이나 수분 공급에도 사용됩니다. 자연 유래 성분으로 대부분 안전하나, 민감한 피부는 개별 반응 테스트를 권장합니다.",,,민감성,없음
오스트레아,오스트레아(굴 추출물)는 주로 피부의 보습과 영양 공급에 사용됩니다. 미네랄과 아미노산이 풍부하여 피부를 진정시키고 생기 있게 해주는 효과가 있습니다. 민감한 피부에도 잘 맞으나 특정 알레르기 반응을 유발할 수 있으니 주의가 필요합니다.,,,민감성,알레르기
오스톨,오스톨은 주로 화장품에서 항염 및 항균 효과로 사용됩니다. 피부 자극을 줄이고 붉은기를 완화하는데 도움을 줄 수 있어 민감성 피부 제품에 유용합니다. 하지만 고농도 사용 시 피부 자극 가능성이 있으므로 주의가 필요합니다.,,,민감성,고농도시 주의
오수유추출물,오수유추출물은 피부 진정과 항염 효과가 있어 주로 민감성 피부를 위한 화장품에 사용됩니다. 또한 항산화 작용을 통해 피부 노화 방지에 도움을 줄 수 있습니다. 일부 민감한 피부에서는 자극이 발생할 수 있으므로 주의가 필요합니다.,,,민감성,자극
오소리오일,"오소리오일은 피부 보호 및 보습에 탁월한 성분으로, 주로 건조한 피부를 개선하고 수분을 유지하는 데 도움을 줍니다. 비타민과 지방산이 풍부하여 피부 건강 증진에 유익하며, 항염 효과로 피부 자극 완화에도 유용합니다.",,,건성,없음
오블롱기키트리움속피비-55폴리사카라이드,"오블롱기키트리움속피비-55폴리사카라이드는 피부 보습과 탄력 개선에 도움을 줄 수 있는 성분으로, 주로 안티에이징 제품에 사용됩니다. 주름 개선, 피부 장벽 강화에 기여하며, 피부에 부드러운 사용감을 제공하는 것이 특징입니다.",,,없음,없음
오발리신,"오발리신(오발리신)은 항암 및 항생제 작용을 가지고 있는 성분으로, 미토코드리아에 작용하여 세포 성장 억제에 활용된다. 그러나 피부 자극 가능성이 있으므로 화장품에서의 사용은 주의가 필요하다.",,,없음,피부 자극
오미자피토플라센타추출물,"오미자피토플라센타추출물은 피부 재생과 보호에 도움을 주는 성분으로, 항산화 작용이 뛰어나 피부 탄력을 개선하고 노화 방지를 돕습니다. 피부 진정과 보습에도 효과적이며, 예민한 피부에도 안전하게 사용 가능한 것으로 평가됩니다.",,,없음,없음
오미자캘러스추출물,"오미자캘러스추출물은 피부 진정 및 보습에 효과적이며, 항산화 특성으로 피부 보호에 도움을 줄 수 있습니다. 주름 개선과 피부 탄력 증진에 기여할 수 있지만, 민감한 피부에는 자극이 될 수 있으니 주의가 필요합니다.",,,민감성,자극
오미자추출물,"오미자추출물은 항산화 및 항염 효과가 있어 피부 노화 방지와 진정에 도움을 줍니다. 보습력을 증진시키고 피부 장벽 강화에도 유효하며, 민감성 피부 완화에도 유용합니다. 다만, 일부는 알레르기 반응을 일으킬 수 있어 패치 테스트가 권장됩니다.",,,민감성,알레르기
오미자씨추출물,"오미자씨추출물은 항산화 효과가 뛰어나며, 피부를 진정시키고 보호하는 데 도움을 줄 수 있습니다. 피부 탄력을 개선하고 노화 방지에 유용하며, 민감성 피부에도 적합합니다. 부작용이 드물어 일반적으로 안전하게 사용됩니다.",[안전],1,민감성,없음
오미자가지/열매/잎추출물,"오미자가지/열매/잎추출물은 오미자 식물에서 추출된 성분으로, 항산화, 항염 효과가 있어 피부를 진정시키고 노화 방지에 유용합니다. 또한 피부 톤을 개선하고 수분을 공급하여 건강한 피부 유지에 도움을 줍니다. 알레르기 반응 가능성은 적습니다.",,,없음,알레르기
오미자가루,"오미자가루는 항산화 성분이 풍부하여 피부 노화 방지와 탄력 개선에 도움을 줄 수 있습니다. 또한 피부 장벽 강화와 수분 공급에 효과적이며, 민감성 피부에도 사용 가능합니다. 드물게 알레르기 반응이 있을 수 있으니 주의가 필요합니다.",,,민감성,드물게 알레르기
오미자,"오미자(오미자 열매)는 피부 보습과 탄력 개선에 도움을 주는 성분으로, 항산화 효과가 뛰어나 피부를 보호하고 노화를 방지할 수 있습니다. 민감한 피부를 진정시키는 데 유용하며 피부 장벽 강화에도 기여할 수 있습니다. 부담 없이 다양한 제품에 활용됩니다.",,,민감성,없음
오멘탈리피드,"오멘탈리피드(omentum lipid)는 피부 보습 및 탄력 개선에 사용되는 성분으로, 피부 장벽 강화와 수분 유지에 도움을 줍니다. 자연 유래 성분이며 피부 자극이 적으나, 개인별 알레르기 반응이 있을 수 있으므로 사용 전 패치 테스트가 권장됩니다.",,,민감성,알레르기
"베타-하이드록시-3-메틸펜타닐;오메펜타닐;프로판아마이드,N-(1-2-하이드록시-1-메틸-2-페닐에틸)-3-메틸-4-피페리디닐)-N-페닐-","오메펜타닐은 주로 강력한 합성 오피오이드로 작용하며, 의약품에서는 진통제로 사용됩니다. 일반 화장품 성분으로는 부적합하며 사용 시 안전성 문제와 중독 위험이 높아 주의가 필요합니다.",,,없음,고용량시 주의
오리자놀,"오리자놀은 쌀겨에서 추출되는 항산화 성분으로, 자외선 차단과 피부 보호에 도움을 줍니다. 피부 탄력 개선과 멜라닌 억제에도 효과적입니다. 하지만 알레르기 반응을 일으킬 수 있으므로 민감한 피부는 주의가 필요합니다.",[안전],1,민감성,알레르기
오리잎채진목열매추출물,오리잎채진목열매추출물(Amelanchier Alnifolia Fruit Extract)은 강력한 항산화 특성으로 피부 노화 방지 및 보호에 도움을 줍니다. 또한 보습 효과가 뛰어나며 피부를 진정시키고 건강하게 유지하는 데 기여합니다. 부작용 가능성은 비교적 낮습니다.,,,없음,없음
오리스뿌리추출물,"오리스뿌리추출물은 주로 피부 진정 및 보습 효과가 뛰어난 성분으로, 노화 방지와 탄력 개선에 도움을 줍니다. 항염 작용으로 민감성 피부에도 적합하며, 과도한 유분 조절에도 효과가 있습니다. 알레르기 반응은 드물지만 사용 전 주의가 필요합니다.",[안전],1,민감성,드물지만 알레르기
오리스뿌리가루,"오리스뿌리가루는 피부 진정 및 보습에 도움을 주며 향료로도 사용됩니다. 또한, 피지를 조절하고 피부를 매끄럽게 하는 효과가 있어 화장품 및 스킨케어 제품에 활용됩니다. 그러나 특정 민감성 피부에서는 자극을 유발할 수 있으니 주의가 필요합니다.",,,민감성,자극 유발
오리스뿌리,"오리스뿌리(Iris Florentina Root)는 주로 피부 진정과 보습 효과를 위해 사용됩니다. 항염 작용이 있어 민감성 피부에 유익할 수 있으며, 향료로도 활용됩니다. 그러나 알레르기 반응을 일으킬 수 있으므로 주의가 필요합니다.",[안전],1,민감성,알레르기
오리스꽃추출물,"오리스꽃추출물은 보습과 탄력 증진에 도움을 주는 성분으로 알려져 있습니다. 피부를 진정시키고 안색을 밝게 하는 데 효과적이며, 항산화 특성으로 노화 방지에 기여할 수 있습니다. 민감 피부에는 자극이 될 수 있어 주의가 필요합니다.",,,민감성,자극
오리스꽃수,"오리스꽃수(아이리스 플로렌티나 플라워 워터)는 피부 진정과 보습에 도움이 되는 성분입니다. 항산화 특성이 있어 피부를 보호하며, 민감성 피부에도 적합합니다. 그러나 알레르기 반응을 일으킬 수 있으므로 적절한 피부 테스트가 필요합니다.",,,민감성,알레르기
오리방풀추출물,"오리방풀추출물은 주로 항산화 및 항염 효과가 있는 성분으로, 피부를 진정시키고 강화하는 데 사용됩니다. 이 추출물은 민감한 피부에도 적합하며, 피부의 보호 장벽을 개선하는 데 도움을 줄 수 있습니다.",,,민감성,없음
오리도닌,"오리도닌(Oridonin)은 주로 항염, 항균 특성으로 인해 스킨케어 제품에 사용됩니다. 피부 진정과 염증 완화에 효과적이며, 항산화 작용으로 피부 노화 방지에도 기여합니다. 그러나 고농도 사용 시 자극을 유발할 수 있으므로 주의가 필요합니다.",,,없음,고농도시 주의
오리나무추출물,"오리나무추출물(Alnus Japonica Extract)은 항산화 및 항염 효과가 있어 피부 진정과 보호에 도움을 줍니다. 여드름 완화와 피부의 톤 개선에도 유익하며, 민감성 피부에 적합합니다. 그러나 알레르기 반응이 있을 수 있으니 처음 사용할 때 주의가 필요합니다.",,,민감성,알레르기
오리나무껍질,"오리나무껍질 추출물(Alnus Japonica Bark Extract)은 주로 항염 및 항균 작용이 있어 피부 진정과 트러블 완화에 도움을 줍니다. 또한 항산화 효과로 피부 노화 방지에 기여할 수 있으며, 민감 피부에도 비교적 안전하게 사용됩니다.",,,민감성,없음
오르키스 모리오꽃추출물,"오르키스 모리오꽃추출물은 피부 진정과 보습에 효과적이며, 항산화 성분을 함유해 피부를 보호하는 데 도움을 줍니다. 또한 피부의 탄력을 개선하여 미용 제품에 널리 사용됩니다. 사용 시 큰 부작용은 드물지만 알레르기 반응은 주의가 필요합니다.",[안전],1,민감성,알레르기
오르소시폰추출물,"오르소시폰추출물은 항산화 및 항염 효과가 있어 피부 진정과 건강 개선에 도움을 줄 수 있습니다. 피지 조절과 모공 수축에 유익해 여드름 치료에 활용되기도 합니다. 또한, 피부 보호 및 보습 효과가 있어 다양한 화장품에 사용됩니다.",[안전],1,없음,없음
오르소시폰잎추출물,오르소시폰잎추출물은 주로 피부 진정과 항산화 작용을 위해 사용됩니다. 피지 조절과 소염 효과로 여드름 개선에 도움을 줄 수 있습니다. 그러나 일부 피부에는 알레르기를 유발할 수 있으므로 주의가 필요합니다.,,,민감성,알레르기 유발
오르비그니아 팔레라타씨가루,"오르비그니아 팔레라타씨가루는 피부 보습과 영양 공급에 효과적인 에몰리언트 성분입니다. 주로 보습 크림과 같은 화장품에 사용되며, 피부를 부드럽고 촉촉하게 유지하는 데 도움을 줍니다. 일반적으로 안전하지만, 알레르기 반응이 있을 수 있어 주의가 필요합니다.",[안전],1,민감성,알레르기
오르메니스 물티카울리스추출물,오르메니스 물티카울리스추출물은 피부 진정과 항염 효과로 화장품에 사용됩니다. 항산화 특성이 있으며 피부 장벽 강화에 도움을 줄 수 있습니다. 민감 피부에 적합하며 자연 유래 추출물로 일반적으로 안전하게 사용됩니다.,[안전],1,민감성,없음
오르메니스 물티카울리스오일,"오르메니스 물티카울리스오일은 피부 진정 및 항염 효과가 있어 민감성 피부 케어에 사용됩니다. 향균 특성 덕분에 여드름 관리에도 유용하며, 아로마 테라피에서 심신안정을 위해 쓰이기도 합니다. 다만, 알레르기 반응에 주의가 필요합니다.",[안전],1,민감성,알레르기
오르메니스 물티카울리스꽃왁스,"오르메니스 물티카울리스꽃왁스는 피부를 부드럽게 하고 보호하는 데 사용되는 천연 왁스입니다. 보습 효과가 뛰어나며, 화장품에서 피부의 수분 손실을 막아주는 역할을 합니다. 민감한 피부에도 적합해 다양한 스킨케어 제품에 활용됩니다.",,,민감성,없음
오르니틴에이치씨엘,"오르니틴에이씨엘은 아미노산의 일종으로, 피부 재생 및 탄력 향상에 도움을 줄 수 있습니다. 주로 항노화 화장품에서 사용되며, 피부 세포의 회복을 촉진하고 주름 개선에 기여할 수 있지만, 민감한 피부에는 자극이 있을 수 있습니다.",,,민감성,자극
오르니틴,"오르니틴(Ornithine)은 아미노산의 일종으로, 주로 피부 탄력 개선과 콜라겐 생성 촉진에 도움을 줄 수 있습니다. 노화 방지 효과가 있어 화장품에서 안티에이징 제품에 주로 사용됩니다. 부작용은 드물지만 민감성 피부는 주의가 필요합니다.",[안전],1,민감성,없음
오르누스물푸레씨추출물,"오르누스물푸레씨추출물은 주로 보습 및 피부 진정 효과가 있는 성분으로, 피부 보호와 탄력 개선에 도움을 줄 수 있습니다. 항산화 특성이 있어 피부 노화 방지에도 기여할 수 있지만, 예민한 피부에는 패치 테스트가 권장됩니다.",,,민감성,패치 테스트 권장
오르누스물푸레수액추출물,오르누스물푸레수액추출물은 주로 보습 및 피부 진정 효과가 뛰어난 화장품 성분입니다. 자연에서 추출된 당분과 미네랄이 풍부하여 피부 장벽 강화와 수분 공급에 도움을 줍니다. 자극이 적어 민감한 피부에도 적합하며 피부 톤을 밝게 하는 데도 유용합니다.,,,없음,없음
오로틱애씨드,"오로틱애씨드(오로트산)는 피부 세포 재생을 촉진하고 수분 함유량을 증가시키는 기능을 가지고 있어, 보습제와 안티에이징 제품에 주로 사용됩니다. 또한, 항산화 효과로 피부를 보호하지만, 과다 사용 시 자극을 유발할 수 있어 주의가 필요합니다.",,,없음,과다 사용시 자극
오로반케 라품추출물,"오로반케 라품추출물은 피부 개선에 주로 사용되는 성분으로, 항산화 및 항염 효과가 있어 피부 노화를 늦추고 염증을 완화시키는 데 도움을 줄 수 있습니다. 피부 진정 효과도 있어 민감한 피부에 적합합니다.",,,민감성,없음
오렌지플레임바인꽃넥타,"오렌지플레임바인꽃넥타는 피부 보습 및 진정 효과로 화장품에 사용됩니다. 항산화 성분이 피부를 보호하며, 민감 피부에도 적합합니다. 피부에 영양을 공급하며 자연스러운 광채를 부여합니다. 알레르기 테스트를 권장합니다.",,,민감성,알레르기
오렌지캘러스배양추출물,"오렌지캘러스배양추출물은 피부의 수분 공급과 진정 효과를 돕는 성분으로 알려져 있습니다. 항산화 성분이 풍부하여 피부 노화를 방지하고 피부 톤 개선에 기여할 수 있지만, 민감 피부에는 주의가 필요합니다.",[안전],1,민감성,없음
오렌지추출물,"오렌지추출물은 피부를 밝고 건강하게 유지하는 데 도움을 주는 성분으로, 비타민 C와 항산화제가 풍부하여 피부 톤 개선과 염증 완화에 효과적입니다. 또한 보습 및 진정 작용이 있어 다양한 스킨케어 제품에 사용됩니다. 일부 민감 피부에는 자극이 있을 수 있습니다.",,,민감성,자극
오렌지즙,"오렌지즙은 풍부한 비타민 C와 항산화 성분을 함유하여 피부를 밝고 탄력 있게 가꾸는 데 도움을 줍니다. 또한 보습 효과가 뛰어나 건조함을 완화하며, 과도한 피지 조절에 기여합니다. 하지만 피부가 민감한 경우 알레르기 반응을 유발할 수 있습니다.",[안전],1,민감성,알레르기
오렌지자스민잎추출물,"오렌지자스민잎추출물은 피부 진정 및 항산화 효과가 있는 성분으로, 주로 스킨케어 제품에 사용됩니다. 피부 자극을 줄이고 건강한 피부톤을 유지하는 데 도움을 주며, 자연 유래 성분으로 민감성 피부에도 비교적 안전하게 사용될 수 있습니다.",,,민감성,없음
오렌지잎추출물,"오렌지잎추출물은 항산화 효과가 뛰어나며 피부를 보호하고 진정시켜주는 기능이 있습니다. 주로 스킨케어 제품에 사용되며, 피부 탄력을 개선하고 자극을 완화하는 데 도움을 줍니다. 민감한 피부도 비교적 안전하게 사용할 수 있습니다.",,,없음,없음
오렌지유,"오렌지유는 오렌지 껍질에서 추출한 에센셜 오일로, 상쾌한 향과 항균, 항산화 효과가 있습니다. 주로 피부 정화 및 활력 증진을 위해 화장품에 사용되며, 지성 피부 개선에 도움을 줍니다. 단, 민감한 피부에는 자극이 될 수 있어 주의가 필요합니다.",,,민감성,자극
오렌지오일,"오렌지오일은 스킨케어 제품에서 흔히 사용되는 천연 에센셜 오일로, 상쾌한 향기와 항산화 효과를 제공합니다. 피부를 밝고 생기 있게 가꾸는 데 도움을 주며, 항균 작용으로 피부 트러블 완화에도 유용합니다. 감귤류 알레르기가 있는 경우 주의가 필요합니다.",,,민감성,알레르기
오렌지씨추출물,"오렌지씨추출물은 피부 보습과 영양 공급에 도움을 주며, 항산화 성분이 있어 피부 노화 방지에 유익합니다. 천연 성분으로 비교적 안전하지만, 개인에 따라 알레르기 반응이 있을 수 있으므로 주의가 필요합니다.",,,민감성,알레르기
오렌지씨오일불검화물,"오렌지씨오일불검화물은 피부 보습과 영양 공급에 도움을 주는 원료로, 피부 장벽 강화 및 항산화 효과가 있습니다. 주로 건조하거나 민감한 피부에 적합하며, 천연 성분으로 피부에 대한 자극이 적습니다.",,,"['건성', '민감성']",없음
오렌지씨오일,"오렌지씨오일(감귤류 씨드 오일)은 피부 보습과 영양 공급에 뛰어난 효과가 있으며, 항산화 성분이 풍부해 피부 노화 방지에 도움을 줍니다. 또한 피부 진정과 미세한 상처 회복에도 유용하나, 감귤류 알레르기가 있는 경우 주의가 필요합니다.",,,민감성,감귤류 알레르기
오렌지수,"오렌지수(Citrus Aurantium Dulcis Fruit Water)는 주로 보습 및 상쾌한 효과를 위해 화장품에 사용됩니다. 풍부한 비타민과 항산화제를 함유하여 피부를 진정시키고 활력을 줍니다. 일반적으로 안전하나, 감귤류 알레르기 있는 경우 주의가 필요합니다.",[주의],4,민감성,감귤류 알레르기
